station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87393322,2019,75,2663328,2,16,0,0,18,0,light pink
87393405,2019,78,3165988,2,0,0,0,2,0,light pink
87393413,2019,78,2017279,0,0,0,0,0,0,light pink
87393421,2019,78,2824885,12,0,0,0,12,0,light pink
87393462,2019,78,809939,9,0,0,0,9,0,light pink
87393488,2019,28,1606493,72,25,11,0,108,0,light pink
87393504,2019,78,184199,0,0,0,0,0,0,light pink
87393512,2019,78,829498,3,0,0,0,3,0,light pink
87393538,2019,78,236149,0,0,0,0,0,0,light pink
87393546,2019,91,426162,0,0,0,0,0,0,light pink
87393561,2019,91,454785,0,0,0,0,0,0,light pink
87393579,2019,91,4478681,7,3,8,0,18,0,light pink
87393611,2019,91,480402,0,0,0,0,0,0,light pink
87393629,2019,78,964713,0,0,0,0,0,0,light pink
87393637,2019,91,1027095,0,0,0,0,0,0,light pink
87393652,2019,91,382123,0,0,0,0,0,0,light pink
87393702,2019,91,2214961,1544,623,1030,46,3243,0,light pink
87393835,2019,78,4133446,50,0,0,0,50,0,light pink
87393843,2019,78,11640712,59,1,1,0,61,3,dark purple
87393876,2019,78,237626,0,0,0,0,0,0,light pink
87393892,2019,78,644638,0,65,25,1,91,0,light pink
87394007,2019,28,2732020,169,189,36,0,394,0,light pink
87394114,2019,28,1453371,2,9,4,0,15,0,light pink
87394130,2019,28,1232897,2,0,0,0,2,0,light pink
87394148,2019,28,174649,0,0,0,0,0,0,light pink
87394155,2019,28,95286,0,0,0,0,0,0,light pink
87394171,2019,28,93032,0,0,2,0,2,0,light pink
87394221,2019,28,326100,2,103,1,0,106,0,light pink
87394254,2019,28,384503,11,4,5,0,20,0,light pink
87394288,2019,61,15552,0,0,0,0,0,0,light pink
87394296,2019,28,477607,47,24,10,0,81,0,light pink
87394411,2019,28,79178,0,0,0,0,0,0,light pink
87394437,2019,28,166364,0,1,0,0,1,0,light pink
87394452,2019,28,80996,0,0,0,0,0,0,light pink
87396002,2019,72,4945609,4247,1825,1428,93,7593,0,light pink
87396234,2019,72,100320,32,19,85,0,136,0,light pink
87396408,2019,72,584838,381,134,60,0,575,0,light pink
87396606,2019,72,152866,78,5,10,0,93,0,light pink
87411017,2019,76,6434230,1711,855,925,89,3580,0,light pink
87413013,2019,76,1846292,462,373,283,34,1152,0,light pink
87413344,2019,76,595924,85,15,26,2,128,0,light pink
87413385,2019,76,997167,99,65,129,19,312,0,light pink
87415018,2019,76,557443,193,117,97,8,415,0,light pink
87415604,2019,27,1837607,10,5,6,0,21,0,light pink
87415877,2019,27,553671,9,3,4,2,18,0,light pink
87415885,2019,78,496083,0,0,0,0,0,0,light pink
87415893,2019,78,636589,1,0,0,0,1,0,light pink
87444000,2019,14,3173011,2095,1127,717,66,4005,0,light pink
87444067,2019,14,572729,287,55,64,2,408,0,light pink
87444265,2019,14,1152606,401,285,301,27,1014,0,light pink
87444372,2019,14,819956,495,216,842,101,1654,0,light pink
87444539,2019,61,294691,199,36,46,7,288,0,light pink
87444711,2019,61,400220,261,73,55,3,392,0,light pink
87444877,2019,50,576122,356,260,123,31,770,0,light pink
87446179,2019,31,255054,0,0,0,0,0,0,light pink
87447003,2019,50,209406,95,88,19,1,203,0,light pink
87447219,2019,14,170736,159,49,40,3,251,0,light pink
87447680,2019,50,263943,215,114,85,14,428,0,light pink
87471003,2019,35,11588429,7941,3487,3800,166,15394,3,dark purple
87471300,2019,35,740222,672,346,161,15,1194,0,light pink
87471508,2019,35,831668,181,41,20,4,246,0,light pink
87473009,2019,22,1340194,752,453,461,31,1697,0,light pink
87473108,2019,22,493303,413,105,275,8,801,0,light pink
87473181,2019,22,120570,149,84,176,5,414,0,light pink
87473207,2019,22,704582,699,282,505,31,1517,0,light pink
87473223,2019,22,222479,132,69,142,0,343,0,light pink
87474007,2019,29,1962604,777,489,524,25,1815,0,light pink
87474098,2019,29,1058048,1244,510,958,60,2772,0,light pink
87474155,2019,29,156659,92,42,57,8,199,0,light pink
87474239,2019,29,636579,253,142,132,2,529,0,light pink
87474338,2019,29,607843,529,295,356,9,1189,0,light pink
87474635,2019,29,15774,1,0,0,0,1,0,light pink
87476002,2019,56,1390474,793,563,442,54,1852,0,light pink
87476200,2019,56,887927,788,321,807,27,1943,0,light pink
87476317,2019,29,300957,44,9,27,3,83,0,light pink
87476457,2019,56,116138,4,12,0,0,16,0,light pink
87476606,2019,56,1599913,932,439,668,48,2087,0,light pink
87478073,2019,35,427379,155,63,76,1,295,0,light pink
87478107,2019,35,1263626,867,403,993,60,2323,0,light pink
87478164,2019,22,72293,52,17,7,0,76,0,light pink
87478404,2019,53,1381878,1061,327,276,22,1686,0,light pink
87481002,2019,44,12961997,9310,4248,4138,189,17885,3,dark purple
87481192,2019,44,998815,298,309,36,2,645,0,light pink
87481226,2019,44,187946,27,2,5,0,34,0,light pink
87481283,2019,44,148639,159,44,46,3,252,0,light pink
87481390,2019,85,179537,58,75,25,1,159,0,light pink
87481705,2019,44,958231,545,303,273,18,1139,0,light pink
87481754,2019,44,468461,506,277,859,31,1673,0,light pink
87481788,2019,44,116085,141,183,245,1,570,0,light pink
87481838,2019,44,575867,168,48,26,3,245,0,light pink
87484006,2019,49,5739760,4598,1863,1571,83,8115,0,light pink
87484303,2019,49,499882,366,87,159,7,619,0,light pink
87485003,2019,17,2235983,1574,1007,1204,79,3864,0,light pink
87485144,2019,17,493168,339,97,83,0,519,0,light pink
87485300,2019,79,1233309,994,320,524,26,1864,0,light pink
87486019,2019,85,882383,742,265,248,11,1266,0,light pink
87486258,2019,85,54757,85,7,47,7,146,0,light pink
87486449,2019,85,416103,434,183,201,12,830,0,light pink
87486571,2019,85,113411,153,61,52,3,269,0,light pink
87487009,2019,79,25252,12,15,19,7,53,0,light pink
87487249,2019,79,23722,3,0,4,4,11,0,light pink
87487603,2019,49,721620,397,141,130,15,683,0,light pink
87491001,2019,17,499544,826,221,222,9,1278,0,light pink
87491449,2019,16,147237,86,16,24,0,126,0,light pink
87491803,2019,17,230667,317,62,152,12,543,0,light pink
87492108,2019,94,2591321,0,0,0,0,0,0,light pink
87540179,2019,91,416770,0,0,0,0,0,0,light pink
87543009,2019,45,3417122,1270,386,379,67,2102,0,light pink
87543017,2019,45,1592924,709,189,203,11,1112,0,light pink
87543074,2019,28,130809,10,0,1,0,11,0,light pink
87543090,2019,91,183224,0,0,0,0,0,0,light pink
87543116,2019,45,67204,0,0,0,0,0,0,light pink
87543124,2019,45,148325,0,1,0,0,1,0,light pink
87543140,2019,41,190629,9,3,2,3,17,0,light pink
87543165,2019,41,209773,283,0,5,0,288,0,light pink
87543181,2019,75,3130349,0,0,0,0,0,0,light pink
87543207,2019,75,1773182,0,0,0,0,0,0,light pink
87545137,2019,91,3150915,0,0,0,0,0,0,light pink
87545145,2019,91,690936,0,0,0,0,0,0,light pink
87545152,2019,91,177504,0,0,0,0,0,0,light pink
87545160,2019,91,425172,0,0,0,0,0,0,light pink
87545178,2019,91,1476220,0,0,0,0,0,0,light pink
87545186,2019,91,1441406,0,0,0,0,0,0,light pink
87545194,2019,91,6654818,2,1,0,0,3,0,light pink
87545202,2019,91,3466862,0,0,0,0,0,0,light pink
87545210,2019,91,4014188,0,0,0,0,0,0,light pink
87545228,2019,91,2707994,0,0,0,0,0,0,light pink
87545236,2019,91,8218456,0,0,0,0,0,0,light pink
87545244,2019,91,40222510,8,1,0,0,9,3,dark purple
87545251,2019,91,1684717,0,0,0,0,0,0,light pink
87545269,2019,94,1457253,16,15,5,0,36,0,light pink
87545277,2019,94,1576299,0,0,0,0,0,0,light pink
87545285,2019,94,13240339,0,0,0,0,0,3,dark purple
87545293,2019,94,4565282,1,0,0,0,1,0,light pink
87545301,2019,94,4974218,0,0,0,0,0,0,light pink
87545350,2019,91,597764,0,0,0,0,0,0,light pink
87545459,2019,91,624015,0,0,0,0,0,0,light pink
87545467,2019,91,1725668,3,2,0,0,5,0,light pink
87545475,2019,91,511516,0,0,0,0,0,0,light pink
87545483,2019,91,515602,0,0,0,0,0,0,light pink
87545491,2019,91,683921,0,0,0,0,0,0,light pink
87545509,2019,91,646845,0,0,0,0,0,0,light pink
87545517,2019,91,131344,0,0,0,0,0,0,light pink
87545525,2019,91,951888,1,2,0,0,3,0,light pink
87545657,2019,28,30190,2,0,0,0,2,0,light pink
87545707,2019,28,42483,0,0,0,0,0,0,light pink
87545731,2019,28,42944,0,0,2,0,2,0,light pink
87545756,2019,28,119897,11,6,3,0,20,0,light pink
87546192,2019,94,684422,1,0,0,0,1,0,light pink
87546200,2019,94,1802642,0,0,0,0,0,0,light pink
87546226,2019,94,1247139,0,0,0,0,0,0,light pink
87546291,2019,94,772844,0,0,0,0,0,0,light pink
87546317,2019,92,400187,0,4,0,0,4,0,light pink
87547000,2019,75,21682820,3414,991,2356,213,6974,3,dark purple
87547307,2019,75,4739380,0,0,0,0,0,0,light pink
87547315,2019,75,27558327,1,7,0,0,8,3,dark purple
87571000,2019,37,4962177,2492,1670,781,57,5000,0,light pink
87571216,2019,41,433234,155,126,114,7,402,0,light pink
87571240,2019,37,3710116,5295,2007,1896,155,9353,0,light pink
87571471,2019,37,231758,8,3,0,0,11,0,light pink
87571687,2019,37,139060,36,518,25,1,580,0,light pink
87571794,2019,37,123623,4,0,1,0,5,0,light pink
87571828,2019,37,216141,34,3,6,0,43,0,light pink
87571885,2019,37,59792,0,4,0,0,4,0,light pink
87574004,2019,41,1507917,604,146,115,10,875,0,light pink
87574137,2019,45,319749,9,14,5,0,28,0,light pink
87574160,2019,45,365966,15,3,3,0,21,0,light pink
87574194,2019,41,228509,12,1,4,0,17,0,light pink
87574319,2019,41,172742,5,0,2,0,7,0,light pink
87574343,2019,37,589710,195,32,31,1,259,0,light pink
87574475,2019,37,145603,1,0,0,0,1,0,light pink
87574558,2019,41,96700,19,4,4,0,27,0,light pink
87574665,2019,37,68702,0,0,0,0,0,0,light pink
87574855,2019,41,89033,14,2,0,0,16,0,light pink
87574897,2019,41,96602,10,8,5,0,23,0,light pink
87575001,2019,86,3217576,3192,1340,1397,77,6006,0,light pink
87575050,2019,37,100761,0,0,0,0,0,0,light pink
87575076,2019,37,34532,1,0,1,0,2,0,light pink
87575142,2019,86,491606,367,95,151,6,619,0,light pink
87576009,2019,18,871397,1392,328,329,24,2073,0,light pink
87576116,2019,18,46896,0,0,0,0,0,0,light pink
87576207,2019,18,980131,1084,241,364,50,1739,0,light pink
87576272,2019,18,13388,4,0,0,0,4,0,light pink
87576298,2019,18,10472,16,4,1,0,21,0,light pink
87576322,2019,18,57623,59,0,12,0,71,0,light pink
87576439,2019,18,35132,1,0,0,0,1,0,light pink
87576868,2019,41,27663,19,0,4,0,23,0,light pink
87576876,2019,41,56134,36,6,2,0,44,0,light pink
87576884,2019,41,27715,7,0,0,0,7,0,light pink
87581009,2019,33,17675655,14629,5670,6786,390,27475,3,dark purple
87582478,2019,33,958484,151,46,69,4,270,0,light pink
87582668,2019,33,1085934,380,235,376,16,1007,0,light pink
87582775,2019,33,768352,36,30,14,1,81,0,light pink
87583005,2019,16,1826364,2210,506,1187,68,3971,0,light pink
87584052,2019,33,1468974,806,255,368,9,1438,0,light pink
87584268,2019,24,185431,115,18,54,0,187,0,light pink
87586008,2019,47,1211323,1225,548,501,19,2293,0,light pink
87586545,2019,47,475299,397,94,79,7,577,0,light pink
87586651,2019,47,177676,43,233,18,5,299,0,light pink
87592006,2019,87,1589836,2397,610,539,50,3596,0,light pink
87592121,2019,87,44042,4,0,0,0,4,0,light pink
87592345,2019,87,37213,8,0,0,0,8,0,light pink
87592378,2019,23,190754,439,20,75,12,546,0,light pink
87592485,2019,87,26216,2,15,2,0,19,0,light pink
87592667,2019,87,10016,12,0,0,0,12,0,light pink
87592709,2019,87,22353,8,0,2,0,10,0,light pink
87592725,2019,87,61162,6,0,2,0,8,0,light pink
87592824,2019,87,25400,93,0,3,0,96,0,light pink
87594002,2019,19,810034,1124,338,493,26,1981,0,light pink
87594093,2019,19,55008,47,4,7,0,58,0,light pink
87594200,2019,19,69918,80,62,49,5,196,0,light pink
87594275,2019,19,21029,10,0,1,0,11,0,light pink
87594333,2019,46,109126,189,45,84,1,319,0,light pink
87594499,2019,19,134327,53,23,5,0,81,0,light pink
87594663,2019,19,1816,0,0,0,0,0,0,light pink
87595009,2019,24,838256,671,177,167,9,1024,0,light pink
87595827,2019,24,33045,26,79,2,0,107,0,light pink
87597005,2019,36,805216,483,134,240,23,880,0,light pink
87597062,2019,36,180515,95,12,24,0,131,0,light pink
87597120,2019,36,153723,55,10,32,0,97,0,light pink
87597609,2019,23,79157,133,3,4,0,140,0,light pink
87608802,2019,94,7763379,14,136,1,1,152,0,light pink
87611004,2019,31,9892175,11668,3343,4022,173,19206,0,light pink
87611038,2019,31,736364,64,17,9,0,90,0,light pink
87611137,2019,31,199283,132,28,25,0,185,0,light pink
87611152,2019,31,113771,120,19,53,0,192,0,light pink
87611244,2019,82,1048385,751,321,333,3,1408,0,light pink
87611343,2019,09,295200,89,46,30,0,165,0,light pink
87611467,2019,31,239697,12,8,36,0,56,0,light pink
87611483,2019,66,56705,59,7,18,2,86,0,light pink
87611616,2019,09,215707,82,22,41,1,146,0,light pink
87611665,2019,31,229548,4,0,0,0,4,0,light pink
87611749,2019,32,225670,105,58,68,2,233,0,light pink
87611806,2019,32,265668,54,8,12,0,74,0,light pink
87611863,2019,82,60291,2,0,0,0,2,0,light pink
87611889,2019,82,77068,6,0,1,0,7,0,light pink
87611897,2019,82,76508,2,0,2,0,4,0,light pink
87613000,2019,46,331604,199,63,118,1,381,0,light pink
87613059,2019,46,12369,1,0,1,0,2,0,light pink
87613091,2019,46,99922,43,32,11,0,86,0,light pink
87613109,2019,12,107834,69,4,8,0,81,0,light pink
87613141,2019,46,96737,35,2,10,0,47,0,light pink
87613356,2019,82,90861,0,0,0,0,0,0,light pink
87613422,2019,12,181828,207,31,67,0,305,0,light pink
87613661,2019,12,14050,4,0,1,0,5,0,light pink
87613893,2019,12,66546,19,0,6,0,25,0,light pink
87615005,2019,81,415630,220,224,42,5,491,0,light pink
87615039,2019,11,281801,59,21,16,3,99,0,light pink
87615195,2019,81,51855,11,0,0,0,11,0,light pink
87615252,2019,81,263296,16,3,2,0,21,0,light pink
87615286,2019,11,775306,532,168,165,22,887,0,light pink
87615344,2019,81,475920,50,15,12,0,77,0,light pink
87615468,2019,81,130131,151,58,33,0,242,0,light pink
87615476,2019,81,137284,121,158,12,0,291,0,light pink
87615542,2019,81,55808,9,0,5,0,14,0,light pink
87615625,2019,81,84973,98,2,9,0,109,0,light pink
87615732,2019,12,18942,8,0,0,0,8,0,light pink
87641001,2019,03,301423,321,63,94,3,481,0,light pink
87641357,2019,03,26669,2,13,0,0,15,0,light pink
87641415,2019,03,128926,4,15,0,0,19,0,light pink
87645002,2019,15,120175,191,18,5,0,214,0,light pink
87645135,2019,15,3527,0,0,0,0,0,0,light pink
87645168,2019,15,7724,3,0,0,0,3,0,light pink
87645440,2019,15,9244,1,0,5,0,6,0,light pink
87645473,2019,15,16717,3,0,0,0,3,0,light pink
87645481,2019,15,13215,1,0,0,0,1,0,light pink
87645507,2019,15,23995,99,9,25,2,135,0,light pink
87654798,2019,75,9038087,4,30,0,1,35,0,light pink
87671008,2019,65,428617,580,162,243,7,992,0,light pink
87671016,2019,40,355435,126,53,65,8,252,0,light pink
87671123,2019,65,67169,51,21,20,1,93,0,light pink
87671339,2019,65,415327,804,389,559,33,1785,0,light pink
87672006,2019,64,837523,1108,344,441,27,1920,0,light pink
87672253,2019,64,178639,253,79,78,3,413,0,light pink
87672279,2019,64,43793,37,1,9,0,47,0,light pink
87672725,2019,64,98363,34,42,18,4,98,0,light pink
87673004,2019,64,948134,1089,360,522,36,2007,0,light pink
87673202,2019,40,931979,1458,521,1108,56,3143,0,light pink
87673400,2019,64,571419,409,249,505,13,1176,0,light pink
87677005,2019,64,373730,213,216,218,7,654,0,light pink
87677120,2019,64,380647,322,245,407,10,984,0,light pink
87681007,2019,91,9842549,8,54,0,1,63,0,light pink
87681155,2019,94,13624825,2,42,0,2,46,3,dark purple
87681247,2019,94,3062538,1,0,0,0,1,0,light pink
87681304,2019,91,6458442,3,0,0,0,3,0,light pink
87681312,2019,91,2495409,1,0,0,0,1,0,light pink
87681338,2019,91,1372333,1,0,0,0,1,0,light pink
87681346,2019,91,2527170,0,0,0,0,0,0,light pink
87681353,2019,91,302375,0,0,0,0,0,0,light pink
87681361,2019,91,914295,0,1,0,0,1,0,light pink
87681379,2019,91,7451784,14,78,0,0,92,0,light pink
87681387,2019,91,11258509,13,196,5,1,215,0,light pink
87681395,2019,91,2937587,1,1,0,0,2,0,light pink
87681403,2019,91,633274,0,0,0,0,0,0,light pink
87681411,2019,91,965477,0,0,0,0,0,0,light pink
87681437,2019,91,485406,0,0,0,0,0,0,light pink
87681452,2019,91,393534,0,0,0,0,0,0,light pink
87681478,2019,91,174695,0,0,0,0,0,0,light pink
87681486,2019,91,167203,0,0,0,0,0,0,light pink
87681601,2019,91,281500,0,0,0,0,0,0,light pink
87681809,2019,94,1322503,0,0,0,0,0,0,light pink
87681825,2019,94,17889110,51,1,0,0,52,3,dark purple
87682005,2019,77,15787310,23,2,2,0,27,3,dark purple
87682104,2019,91,4074620,0,0,0,0,0,0,light pink
87682112,2019,91,4525768,2,45,1,0,48,0,light pink
87682120,2019,91,5141272,2,0,0,0,2,0,light pink
87682138,2019,91,3487143,1,1,0,0,2,0,light pink
87682146,2019,77,3851637,11,260,2,2,275,0,light pink
87682153,2019,77,5862953,2,0,0,0,2,0,light pink
87682161,2019,77,2087642,0,0,0,0,0,0,light pink
87682179,2019,77,2386412,3,0,0,0,3,0,light pink
87682187,2019,77,4226403,17,0,1,0,18,0,light pink
87682203,2019,77,1169555,4,0,0,0,4,0,light pink
87682211,2019,77,3867663,7,2,4,0,13,0,light pink
87682278,2019,77,1436155,2,0,1,0,3,0,light pink
87682302,2019,77,3077612,5,0,1,0,6,0,light pink
87682526,2019,77,495137,0,0,0,0,0,0,light pink
87683003,2019,89,1149961,119,64,23,3,209,0,light pink
87683268,2019,89,363126,156,100,17,7,280,0,light pink
87683573,2019,89,448592,51,87,26,4,168,0,light pink
87683789,2019,89,45473,0,1,3,0,4,0,light pink
87684001,2019,45,1717950,88,30,20,0,138,0,light pink
87684126,2019,77,1507877,1,2,2,0,5,0,light pink
87684274,2019,45,48845,2,0,0,0,2,0,light pink
87684290,2019,45,127799,63,3,4,0,70,0,light pink
87684415,2019,45,411354,0,0,0,0,0,0,light pink
87686006,2019,75,112644337,17382,11154,25496,902,54934,2,purple
87686667,2019,75,4318464,1869,638,752,77,3336,0,light pink
87694109,2019,71,691000,462,221,373,14,1070,0,light pink
87694141,2019,71,76539,20,4,2,0,26,0,light pink
87694307,2019,71,78852,86,18,2,0,106,0,light pink
87694570,2019,71,61002,1,1,1,0,3,0,light pink
87694620,2019,71,71447,6,5,1,0,12,0,light pink
87694687,2019,71,150991,69,25,16,0,110,0,light pink
87696005,2019,58,876999,1295,688,289,13,2285,0,light pink
87696088,2019,45,47148,4,1,0,0,5,0,light pink
87696146,2019,58,162150,54,15,29,9,107,0,light pink
87696195,2019,58,134915,7,0,1,0,8,0,light pink
87696328,2019,03,729618,697,117,111,14,939,0,light pink
87696427,2019,03,14413,1,0,0,1,2,0,light pink
87696484,2019,58,94895,80,299,5,0,384,0,light pink
87696492,2019,58,28653,10,4,4,0,18,0,light pink
87696807,2019,58,27041,2,2,2,0,6,0,light pink
87713040,2019,21,6350035,3348,1485,1333,91,6257,0,light pink
87713115,2019,21,167251,31,0,2,0,33,0,light pink
87713131,2019,21,370420,191,32,105,6,334,0,light pink
87713412,2019,39,839249,374,349,90,25,838,0,light pink
87713545,2019,21,902907,183,50,77,0,310,0,light pink
87713578,2019,71,325664,71,14,16,0,101,0,light pink
87713651,2019,21,53468,2,2,1,0,5,0,light pink
87713677,2019,21,59970,6,1,31,1,39,0,light pink
87713859,2019,21,137104,0,1,0,0,1,0,light pink
87715003,2019,25,180972,18,6,4,3,31,0,light pink
87715136,2019,25,208176,137,105,94,5,341,0,light pink
87715326,2019,39,35922,8,1,0,0,9,0,light pink
87718007,2019,25,2155623,784,762,253,22,1821,0,light pink
87718239,2019,39,339975,198,140,115,7,460,0,light pink
87718544,2019,25,172111,17,13,1,0,31,0,light pink
87718619,2019,25,176150,20,0,4,1,25,0,light pink
87718833,2019,39,105099,76,32,9,4,121,0,light pink
87721001,2019,69,882406,5,1,1,0,7,0,light pink
87721159,2019,69,1592773,10,1,0,0,11,0,light pink
87721332,2019,69,2254011,135,96,18,5,254,0,light pink
87721357,2019,69,955807,11,0,0,0,11,0,light pink
87721431,2019,69,760308,32,0,1,0,33,0,light pink
87722025,2019,69,7434369,2918,1216,1302,64,5500,0,light pink
87722405,2019,69,820979,19,0,0,0,19,0,light pink
87722587,2019,38,1768935,157,110,18,0,285,0,light pink
87722652,2019,38,549243,7,1,0,0,8,0,light pink
87722678,2019,38,865926,60,0,0,0,60,0,light pink
87723197,2019,69,32587523,17222,7885,8384,354,33845,3,dark purple
87723395,2019,38,937186,7,0,1,0,8,0,light pink
87723429,2019,38,1855873,92,99,30,0,221,0,light pink
87723478,2019,38,894864,36,2,4,0,42,0,light pink
87723569,2019,01,509568,0,0,0,0,0,0,light pink
87723585,2019,01,719403,0,0,0,0,0,0,light pink
87723759,2019,01,474926,20,0,0,0,20,0,light pink
87725002,2019,71,1309047,500,247,115,6,868,0,light pink
87725622,2019,71,283246,11,5,1,0,17,0,light pink
87725689,2019,71,1230858,620,449,140,11,1220,0,light pink
87725705,2019,71,468049,138,209,264,9,620,0,light pink
87726000,2019,42,3728728,1222,574,458,16,2270,0,light pink
87726307,2019,42,695128,10,14,4,0,28,0,light pink
87726331,2019,42,708038,14,4,3,0,21,0,light pink
87726729,2019,42,252108,6,1,3,0,10,0,light pink
